Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Year,SSA_m2g,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title,av_cov_rad,av_n_val,var_cov_rad,var_n_val,var_pca,STY0,n
0.0,0.0,0.007431213098437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099082841312494,0.0,0.0,0.0,0.8439445249328219,0.0,0.0,0.0,0.0,0.049541420656247,0.0,0.0,0.0,HAc,TRX,None,3.0,0.0,0.0,5.0,623,1,0.21824,0.65472,101016japcata2023119441,VPO1%Ba-SiO2,2022,221.2,1.456864073774398,0.4856213579247994,0.0,0.0,19.07676092763148,0,P-V-Ti,126.7460317460317,4.857142857142858,837.2688334593074,0.40816326530612,0.6219633751602353,21.067214074470566,0.05209923649608638
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,HAc,TRX,None,3.0,0.0,0.01,2.5,638,1,0.180194,0.540582,1019906jcnkijfct2022036,1,2022,20.86145557346251,0.728432036887199,0.2428106789623997,0.0,0.0,7.875544947291116,0,P-V-Ti,126.0,4.75,605.7500000000001,0.1875,0.0996588340376592,19.66447713686851,0.45993545153391396
0.5114282662476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664936729558546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220780607965455,0.0,0.0,0.0,HAc,TRX,None,5.0,0.0,0.0,2.0,623,1,0.10296,0.5148,101039d3cy00844d,1,2023,28.3,0.5827864242127061,0.1165572848425412,0.0,0.0,3.600221414216413,0,P-V-Ti,124.3755865241075,3.9771434675048,268.246109773274,0.999477578922296,0.7212873387507529,3.605614390153801,0.006480165377350459
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208753300457327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791246699542674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,0.5,0.0,0.0,3.6,663,1,0.468512,0.234256,101016jjiec201411014,1,2015,439.3,0.7526722312417145,1.505344462483429,0.0,0.0,21.15815834421109,1,Si-Cs-P,244.0,1.0,0.0,0.0,-0.7913034435484968,24.332255831468274,0.07597357651182364
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.3347074067112566,0.1673537033556283,101007s1056201720148,gamma-Alumina,2017,244.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,14.9841127666735,2,Al-Si-Cs,121.0,3.0,0.0,0.0,-0.7913034435484968,14.75432883517371,0.06346921034463143
0.9963014203494563,0.0,0.0036985796505435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.3451327193793119,0.1725663596896559,101007s1056201720148,1Ba-gamma-Alumina,2017,235.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,15.450831033176437,2,Al-Si-Cs,121.34766648715107,2.9963014203494565,32.559777805914386,0.003684900159112,-0.7512130246110827,16.205446283423253,0.07824404499071103
0.9817767030089496,0.0,0.0182232969910503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.3991596945210403,0.1995798472605201,101007s1056201720148,5Ba-gamma-Alumina,2017,231.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.869499612758542,2,Al-Si-Cs,122.71298991715874,2.9817767030089497,158.08671775663302,0.0178912084378262,-0.5966533823262449,17.967562358954815,0.051546913043071074
0.9642056962458,0.0,0.0357943037541999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.4000952274358071,0.2000476137179035,101007s1056201720148,10Ba-gamma-Alumina,2017,219.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.911381359056115,2,Al-Si-Cs,124.3646645528948,2.9642056962458,304.95750041860373,0.0345130715729519,-0.4158133519770592,18.474407661461573,0.08413322201493612
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.2973479999999999,0.1486739999999999,101039c7ra10008f,Alumina,2017,307.7,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,13.311614483597229,2,Al-Si-Cs,121.0,3.0,0.0,0.0,-0.7913034435484968,13.988337153146858,0.06522014686288596
0.9817767030089496,0.0,0.0182232969910503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.361566,0.180783,101039c7ra10008f,5Ba-Alumina,2017,272.3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.18651278090425,2,Al-Si-Cs,122.71298991715874,2.9817767030089497,158.08671775663302,0.0178912084378262,-0.5966533823262449,18.440229154622692,0.06784245472792047
0.9800110940267144,0.0,0.0181905245523127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017983814209731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.37762,0.18881,101039c7ra10008f,5Ba-0.5La-Alumina,2017,292.6,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.90521497133321,2,Al-Si-Cs,122.86457011012108,2.981809475447687,170.55568223819506,0.0178596293688244,-0.5830606149527424,18.97592279839334,0.05855838278069467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.103992,0.051996,101007s1056201825359,TiO2,2018,48.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,4.655492599170814,1,Si-Cs-P,160.0,4.0,0.0,0.0,-0.7913034435484968,4.742257584608811,0.03787140002844661
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.28960092,0.14480046,101007s1056201825359,Al2O3,2018,357.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,12.964794789724776,2,Al-Si-Cs,121.0,3.0,0.0,0.0,-0.7913034435484968,13.192527362684585,0.05291680757472139
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.26691808,0.13345904,101007s1056201825359,Ti-Al2O3,2018,281.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,11.949334045165813,2,Al-Si-Cs,121.51315789473684,3.0131578947368425,19.749826869806085,0.0129847645429362,-0.7538714721108296,12.2721132669139,0.06021520487614671
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.332175,0.1660875,101007s1056201825359,gamma-TiAl2O3,2018,320.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,14.870742500668946,2,Al-Si-Cs,121.51315789473684,3.0131578947368425,19.749826869806085,0.0129847645429362,-0.7538714721108296,15.35770386375034,0.06020500349898087
0.0,0.0,0.0267796523838205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732203476161796,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.20468523,0.102342615,101007s1056201825359,Ba-TiO2,2018,45.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,9.163306537277634,2,Al-Si-Cs,161.47288088111014,3.946440695232359,78.83907037111727,0.1042500104080889,-0.5779325879466836,8.727787326740366,0.0646769964470551
0.9827386228095196,0.0,0.0172613771904803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.36957286,0.18478643,101007s1056201825359,Ba-Al2O3,2018,319.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.54496225271551,2,Al-Si-Cs,122.62256945590516,2.98273862280952,149.8887972158476,0.0169634220479682,-0.606747372243953,16.867282743857757,0.049096742935121875
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.38134003,0.190670015,101007s1056201825359,Ba-Ti-Al2O3,2018,247.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.071752513968153,2,Al-Si-Cs,123.13869086250035,2.9955412812930997,168.73000677652735,0.0302970536329153,-0.5698831076930976,16.877463682138583,0.05729264896088148
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.451,0.2255,101007s1056201825359,Ba-gamma-TiAl2O3,2018,310.0,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,20.19027581185127,2,Al-Si-Cs,123.13869086250035,2.9955412812930997,168.73000677652735,0.0302970536329153,-0.5698831076930976,16.836970097179886,0.019705645493242684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0,0.0,101007s1114401814198,SBA15,2018,857.0,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,0.0,1,Si-Cs-P,111.0,4.0,0.0,0.0,-0.7913034435484968,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0532799,0.1598397,101007s1114401814198,Ce-SBA15(10),2018,869.0,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,3.1908673360897306,1,Si-Cs-P,204.0,4.0,0.0,0.0,-0.7913034435484968,2.9076472619210465,0.0241525790840445
0.0,0.0,0.0,0.0,0.0,0.0873240350214437,0.0,0.0,0.0394750766069558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732008883716004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.1733004,0.5199012000000001,101007s1114401814198,10Cs-Ce-SBA15imp,2018,285.0,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,10.378746688550182,1,Si-Cs-P,216.4527927995717,3.066040540032116,343.03966347380447,1.92959810704015,1.937778368650921,10.66987598024771,0.032382744489998186
0.0,0.0,0.0,0.0,0.0,0.0863440471020415,0.0,0.0,0.0502154818775429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8634404710204153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.22425,0.67275,101007s1114401814198,10Cs-Ce-SBA15(10),2018,372.0,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,13.430055238807167,1,Si-Cs-P,218.70874489763364,2.8968441326774763,372.002619441682,2.092514734359461,2.168195678296816,13.020405303223045,0.003820291458902208
0.9327519273163696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337473797081572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335006929754734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,5.0,0.75,0.0,3.4,653,1,0.0941999999999999,0.471,101039c6cy00620e,1,2016,169.0,0.6608707194133101,0.132174143882662,0.0991306079119965,0.0,3.735241306124028,2,Al-Si-Cs,124.68191800244672,2.9995066265346324,503.5737232511618,0.268992047317146,0.0873763167927308,3.9375288125085888,0.008458680948646031
0.0532854016359133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474335738253869,0.0,0.0,0.0,0.7992810245386999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.2,623,1,0.0802909119999999,0.4014545599999999,101002cjce22889,1,2017,200.0,0.2510609837849648,0.0502121967569929,0.0,0.0,1.2094749213427218,2,Al-Si-Cs,110.716617331213,4.469054666969571,38.21939825030919,0.7799877193940651,0.2020455395225395,1.4186395475380542,0.02532199756442871
0.9162763025301396,0.0,0.0,0.0,0.0,0.0033337949398801,0.0,0.0,0.0351466403302122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045243262199768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAc,TRX,EtOH,5.0,1.0,0.0,1.288659793814433,623,1,0.31377681,1.56888405,101016jjiec201611002,1,2017,198.0,0.1960189924641642,0.0392037984928328,0.0392037984928328,0.0,3.690372849289169,2,Al-Si-Cs,124.9663360698294,3.023527038678992,547.8358924689394,0.3243398835107982,0.2032875767774853,3.130417634377715,0.008088785872194713
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Trioxane,2018,196.15788602134543,0.2510609837849648,0.0502121967569929,0.0,0.0,1.295474676330418,2,Al-Si-Cs,118.19104761469804,3.4012789121859965,31.435119891333997,0.6415330590068161,0.0257173837357241,1.4471159738879114,0.022762378785332354
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,"MeOH 
+ H$_2$O",5.0,2.581311926474605,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Formalin,2018,196.15788602134543,0.2115326460031463,0.0423065292006292,0.013931948185236,0.0952744002080943,1.091508453376235,2,Al-Si-Cs,118.19104761469804,3.4012789121859965,31.435119891333997,0.6415330590068161,0.0257173837357241,1.2635360721650475,0.039640367430659816
0.8546766747470742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384887409095415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068345843433842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.7142857142857142,643,1,0.212,0.106,101016jcjche202111025,1,2022,245.0,0.1776499825066982,0.3552999650133965,0.3552999650133965,0.0,2.2597077774852017,2,Al-Si-Cs,124.23843095106623,3.1366916868676853,592.7483047269329,0.5626086837529696,0.5430690116201081,2.215856152828445,0.03019161961272647
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,628,1,0.2,0.2,101021acsiecr1c04460,1,2022,249.0,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,1.4925385383806786,2,Al-Si-Cs,188.24334853318413,1.9066122189726156,3749.263947626371,0.9912787223547812,4.51679535917925,1.4995524744636797,0.004142672172158209
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,623,1,0.285,0.1425,101021acsiecr2c00444,1,2022,232.0,0.1243549877546888,0.2487099755093776,0.2487099755093776,0.0,2.1264702906051784,2,Al-Si-Cs,188.24334853318413,1.9066122189726156,3749.263947626371,0.9912787223547812,4.51679535917925,1.8875761232759272,0.004922406328811368
0.883632324501284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338944785624578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824731969362581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.5,0.0,3.08,633,1,0.2364479999999999,0.1182239999999999,101021acsiecr2c03415,1,2022,191.0,0.4268070194254403,0.8536140388508807,0.4268070194254403,0.0,6.055059967746391,2,Al-Si-Cs,125.54375921146,2.9261177363990245,538.2366352378508,0.1423059383271467,-0.0292836767356002,6.352505462908586,0.01685423113037474
0.0441513128838737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728224294386516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8830262576774747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,2.0,653,1,0.43148475,0.43148475,101016jcej2023145655,1,2023,348.0,0.2072970192195386,0.2072970192195386,0.4145940384390773,0.0,5.36673015082127,2,Al-Si-Cs,197.5740981104722,1.7548927136508587,3555.021566155858,0.93992241817856,4.241792647466897,5.623526441864827,0.005497386462084437
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399624839678831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371888693468784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228486466852382,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,633,1,0.28612752,0.28612752,1010800021959220232300818,1,2024,239.0,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,2.135281752456442,1,Si-Cs-P,218.90004391119663,2.0913024386436243,1101.889174467575,2.082966303341352,2.9544717408991747,2.0974486607794547,0.0031826876472251854
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403310882825226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9458332734622712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138356382552061,MAc,TRX,MeOH,2.0,2.0,0.0,1.2,643,1,0.2376,0.4752,101021acsiecr4c00771,1,2024,224.0,0.166350751335778,0.083175375667889,0.166350751335778,0.0,2.3714963110428515,1,Si-Cs-P,226.3755449031192,1.7662806563861218,905.4659842228076,1.71165592480682,2.2867484083558574,2.3441441475253963,0.005025217158975913
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0402038767525463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460874177850626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013708705462391,MAc,TRX,MeOH,2.0,2.0,0.0,1.6000000000000003,643,1,0.232024,0.464048,101016jces2024120716,1,2025,189.0,0.2218010017810374,0.1109005008905187,0.2218010017810374,0.0,3.087789338234605,1,Si-Cs-P,226.45491797937095,1.7628296530708258,902.7807563128016,1.706579879608321,2.2776202126144423,2.4413913805988567,0.0048811060470469415
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,"MeOH 
+ H$_2$O",10.0,3.5813119264746045,0.0,1.06535581986919,653,1,0.091,0.91,101039c5ra05133a,Cs–La–Sb --SiO2-(V),2015,106.0,0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.063513019389264,1,Si-Cs-P,205.8126123313735,2.598576746485297,1938.590492938452,2.864600809831211,4.822744361778039,1.3220184591697417,0.1150413901910579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,"MeOH 
+ H$_2$O",10.0,3.5813119264746045,0.0,1.06535581986919,653,1,0.09204,0.9204,101039c5ra05133a,Cs–La–Sb--SiO2-(U),2015,106.0,0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.07566745389657,1,Si-Cs-P,205.8126123313735,2.598576746485297,1938.590492938452,2.864600809831211,4.822744361778039,1.1129956653777298,0.0009780370838642278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0042,0.0021,101021acsiecr7b02841,SBA15,2018,493.0,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.0940123707425447,1,Si-Cs-P,111.0,4.0,0.0,0.0,-0.7913034435484968,0.15838709708314166,0.1117586734719998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217472531225363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782527468774638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0318,0.0159,101021acsiecr7b02841,Li-SBA15,2018,269.0,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.7118079499078387,1,Si-Cs-P,128.0,1.0,0.0,0.0,-0.7913034435484968,0.7043760279520416,0.01056335029573048
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217474666265387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782525333734612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0654,0.0327,101021acsiecr7b02841,Na-SBA15,2018,224.0,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,1.4639069158481963,1,Si-Cs-P,166.0,1.0,0.0,0.0,-0.7913034435484968,1.7505427297926084,0.09160596971677883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021748178131884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978251821868116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.1648,0.0824,101021acsiecr7b02841,K-SBA15,2018,200.0,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,3.688866356755089,1,Si-Cs-P,203.0,1.0,0.0,0.0,-0.7913034435484968,4.143940995839074,0.06070996584352345
