Al,Al2O3,B,Ba,Bi,Bi2O3,Ca,Ce,CeO2,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,MoO3,Na,Nb,Nb2O5,Nd,Ni,P,Rb,SO4,Sb,Sb2O3,Si,SiO2,Siloxane,SnO2,Sr,Te,Ti,TiO2,V,W,WO3,Zn,Zr,ZrO2,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,g_cat,Fa_mmolmin,Ac_mmolmin,Y_Acryl_Ac,Y_Acryl_Fa,STY_Acryl_mmolhg,doi,Link_to_excel,Density,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg_Ac,STY_Acryl_mmolhg_Fa,Cluster_n,Cluster_title,STY_Acryl_mmolhg_t,S_Ac_Acryl_t,S_Fa_Acryl_t,Time_h_t,X_Ac_t,X_Fa_t,Y_Ac_Acryl_t,Y_Fa_Acryl_t
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.03,1.3333333333333333,633,1,3.0,0.3064103049153603,0.7660257622884007,0.1463668799999999,0.3659171999999999,2.2424160165154974,101039d2ra06960a,V-Ti-Bi,1.0636978963103263,0.2555019786673813,0.1022007914669525,0.0,0.0,2.2438216470822687,2.243821647082269,1,P-V-SiO2,"[2.21695577 2.04481151 1.85727911 1.70250085 1.55179024 1.43591244
 1.34999205 1.26473061]","[87.34500713 87.63176548 87.84803336 87.77914171 87.92491913 87.78798855
 87.90182497 88.08006211]",,"[  2.51405119   4.90178896  10.07037546  20.00463357  30.13750048
  53.37762982  77.61017343 101.64410825]","[16.55668652 15.22110566 13.79112238 12.65174676 11.51265578 10.66958044
 10.01815626  9.36644745]",,"[14.46143902 13.33852362 12.11522979 11.10559472 10.12249328  9.36661005
  8.80614218  8.24997273]","[36.15359756 33.34630904 30.28807446 27.7639868  25.3062332  23.41652514
 22.01535545 20.62493182]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.03,0.4433333333333333,633,1,3.0,0.1018814263843573,0.2547035659608932,0.2290287999999999,0.572572,1.1666890413548845,101039d3nj00221g,VPO-MCF,1.0636978963103263,0.0849544079069042,0.0339817631627617,0.0,0.0,1.1674203658577278,1.1674203658577278,1,P-V-SiO2,"[1.15316683 1.01289246 0.88176166 0.8157913  0.74547081 0.69292095
 0.65596072 0.63998001]",,,"[ 1.11317254  4.44155844  9.99628942 19.78107607 39.55102041 60.
 79.33580705 99.55102041]",,,"[22.62324897 19.87129491 17.29872305 16.00449227 14.6249191  13.59397672
 12.86887758 12.55536213]","[56.55812243 49.67823728 43.24680761 40.01123068 36.56229775 33.9849418
 32.17219394 31.38840533]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.03,0.4433333333333333,633,1,3.0,0.1018814263843573,0.2547035659608932,0.245156,0.6128900000000002,1.248842148334175,101039d3nj00221g,UnModifiedV-Ti,1.0636978963103263,0.0849544079069042,0.0339817631627617,0.0,0.0,1.249624969489502,1.249624969489502,1,P-V-SiO2,"[1.20620538 1.12667874 1.05175168 0.9849595  0.94326101 1.25449208
 0.90586692 0.88157024 0.86142671 0.84448476 0.83922145 0.83606371
 0.83105107]",,,"[  3.94758813  10.24233686  19.91048237  42.64424861  60.70269017
   2.62012987  80.34461967  99.96150278 119.35575139 139.64053803
 159.70269017 179.31957328 200.4406308 ]",,,"[23.66377853 22.10359588 20.63364944 19.32329591 18.5052397  24.61108469
 17.77162882 17.2949677  16.8997845  16.567411   16.46415349 16.40220388
 16.30386406]","[59.15944633 55.25898971 51.5841236  48.30823978 46.26309926 61.52771172
 44.42907206 43.23741926 42.24946124 41.41852749 41.16038372 41.0055097
 40.75966015]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.03,0.4433333333333333,633,1,3.0,0.1018814263843573,0.2547035659608932,0.24657582,0.61643955,1.2560748126746266,101039d3nj00221g,AllylSi-V-Ti,1.0636978963103263,0.0849544079069042,0.0339817631627617,0.0,0.0,1.2568621675355645,1.2568621675355645,1,P-V-SiO2,"[1.19752193 1.18909422 1.1835869  1.18475967 1.18333048 1.17950782
 1.17419065 1.16587804 1.15352192 1.12341227 1.07184873 1.01731899
 0.97014355 0.92845226 0.88882494 0.86565867 1.2508188  1.19165999]",,,"[  4.89350649  19.69480519  39.16558442  59.45037106  79.51252319
  98.68413729 119.41419295 139.25371058 158.64795918 178.51252319
 199.46521336 218.63682746 238.69897959 258.98376623 279.96150278
 300.19202226   1.55844156   9.79591837]",,,"[23.49342357 23.32808558 23.22004098 23.24304881 23.2150105  23.14001604
 23.035702   22.87262212 22.63021511 22.03951305 21.02792063 19.95813625
 19.03263125 18.21471626 17.43729306 16.9828087  24.53902099 23.37842181]","[58.73355892 58.32021396 58.05010245 58.10762203 58.03752625 57.8500401
 57.58925501 57.1815553  56.57553778 55.09878263 52.56980156 49.89534063
 47.58157811 45.53679065 43.59323264 42.45702175 61.34755247 58.44605452]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.03,0.4433333333333333,633,1,3.0,0.1018814263843573,0.2547035659608932,0.3349959999999999,0.8374899999999998,1.7064935156527077,101039d3nj00221g,Glycosidil-Si-V-Ti,1.0636978963103263,0.0849544079069042,0.0339817631627617,0.0,0.0,1.7075632098708782,1.707563209870878,1,P-V-SiO2,"[1.70880328 1.63929942 1.63499771 1.64139564 1.63302065 1.63106165
 1.63303434 1.63136775 1.63302555 1.62909754 1.62712733 1.61925223
 1.62319932 1.61729668 1.60538499 1.59171534 1.57795502 1.56714766
 1.70157324]",,,"[  1.33580705  10.          20.           4.84230056  40.
  60.          80.         100.         120.         140.
 160.         180.         200.         220.         240.
 260.         280.         300.         307.79220779]",,,"[33.52392808 32.16037601 32.07598339 32.2015004  32.03719677 31.99876446
 32.03746541 32.0047695  32.03729295 31.96023168 31.92157946 31.76708283
 31.84451829 31.72871819 31.4950303  31.22685411 30.95689912 30.74487626
 33.38208665]","[83.8098202  80.40094003 80.18995848 80.503751   80.09299192 79.99691114
 80.09366353 80.01192375 80.09323237 79.9005792  79.80394866 79.41770707
 79.61129573 79.32179547 78.73757575 78.06713527 77.39224779 76.86219066
 83.45521662]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.1,2.6666666666666665,633,1,3.0,,,0.175812,0.43953,5.75,102139ssrn4741336,1,1.0636978963103263,0.5110039573347626,0.204401582933905,0.0,0.0,5.390437664816356,5.390437664816357,1,P-V-SiO2,"[5.75035609 5.79928837 5.92182751 6.62981939 6.813637   7.09468536
 6.72060323 6.33659984 6.33508752 6.31419393 6.40351979]",,,"[ 2.5         5.          7.5        10.         13.34941913 15.84895603
 18.38859744 22.5        36.41665717 41.49826013 48.51840223]",,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",10.0,0.0,0.0,2.0,643,1,3.0,0.1545808524837044,1.545808524837045,0.0219,0.219,0.6770641338786256,101021acsiecr5b01422,1,1.0546079627522464,0.5157041230938302,0.051570412309383,0.0,0.0,0.6776352177452929,0.6776352177452928,1,P-V-SiO2,"[0.6789394  0.59902657 0.5585374  0.5105897  0.45624898 0.37740165
 0.3411745 ]",,,"[ 0.22925764 12.01965066 22.00873362 36.09170306 45.86244541 60.05458515
 70.26200873]",,,"[2.19421488 1.93595041 1.80509642 1.65013774 1.47451791 1.21969697
 1.10261708]","[21.94214876 19.35950413 18.05096419 16.50137741 14.74517906 12.1969697
 11.0261708 ]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",10.0,0.0,0.0,2.0,643,1,3.0,0.1545808524837044,1.545808524837045,0.0219,0.219,0.6770641338786256,101016jcej201604107,1,1.0546079627522464,0.5157041230938302,0.051570412309383,0.0,0.0,0.6776352177452929,0.6776352177452928,1,P-V-SiO2,"[0.65377974 0.60974429 0.5727545  0.51198557 0.44329026 0.4274375
 0.41510757]",,,"[ 8.98004435 18.79157428 32.76053215 42.90465632 56.54101996 66.85144124
 70.67627494]",,,"[2.11290323 1.97058824 1.85104364 1.65464896 1.43263757 1.38140417
 1.34155598]","[21.12903226 19.70588235 18.51043643 16.54648956 14.32637571 13.81404175
 13.41555977]"
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.21,1.0,623,1,6.0,0.2516198704103672,1.2580993520518362,0.07728,0.3864,0.972259179265659,101021acsiecr6b03079,1,1.0053234973701344,0.2092174864874706,0.0418434972974941,0.0,0.0,0.970099641345104,0.970099641345104,1,P-V-SiO2,"[0.78634658 0.75465689 0.71633447 0.69938417 0.65148114 0.62716115
 0.61758054 0.60210418 0.59031267 0.59841933 0.59031267 0.55714903
 0.5409357  0.52324843 0.52693328 0.51440479 0.47903025 0.4753454
 0.46650177 0.46502783 0.45249935 0.45028844 0.44291874 0.43260117
 0.45028844 0.44439268 0.43849692 0.42670541]",,,"[ 1.98511166  3.84615385  5.83126551  8.06451613  9.80148883 11.7866005
 14.01985112 15.8808933  17.86600496 20.09925558 22.20843672 23.82133995
 25.93052109 27.91563275 29.90074442 32.00992556 33.87096774 36.10421836
 37.84119107 39.95037221 41.93548387 44.04466501 46.15384615 48.13895782
 50.         51.98511166 53.97022333 56.07940447]",,,"[6.26418787 6.01174168 5.70645793 5.57142857 5.18982387 4.99608611
 4.91976517 4.7964775  4.70254403 4.76712329 4.70254403 4.43835616
 4.30919765 4.16829746 4.19765166 4.09784736 3.81604697 3.78669276
 3.71624266 3.70450098 3.60469667 3.58708415 3.52837573 3.44618395
 3.58708415 3.54011742 3.49315068 3.39921722]","[31.32093933 30.05870841 28.53228963 27.85714286 25.94911937 24.98043053
 24.59882583 23.98238748 23.51272016 23.83561644 23.51272016 22.19178082
 21.54598826 20.84148728 20.98825832 20.48923679 19.08023483 18.9334638
 18.58121331 18.52250489 18.02348337 17.93542074 17.64187867 17.23091977
 17.93542074 17.70058708 17.46575342 16.99608611]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.21,2.0,643,1,3.0,0.2516198704103672,1.2580993520518362,0.14934,0.7467,3.757691144708424,101021acsiecr7b01212,1,1.0053234973701344,0.4184349729749413,0.0836869945949882,0.0,0.0,3.749344731844664,3.7493447318446647,1,P-V-SiO2,"[3.78644906 3.69830651 3.73898769 3.79322926 3.75932828 3.78644906
 3.62372435 3.7254273  3.59660356 3.46777983 3.63050455 3.60338376
 3.54914219 3.50168081 3.49490062 3.42031846 3.46777983 3.42709865
 3.35929669 3.23047296 3.23047296 3.23047296 3.1491106  3.11520962
 3.11520962 3.17623139 3.00672648 2.99316608 2.97960569 2.95248491
 2.87112255 2.97282549 2.72873842 2.81688098 2.84400176 2.91180373
 2.5863543  2.72195823 2.55245332 2.34904743 2.48465135 2.45075037]",,,"[  6.90639269  12.55707763  17.57990868  21.34703196  32.02054795
  44.57762557  55.87899543  67.80821918  80.3652968   90.4109589
 102.96803653 115.52511416 128.08219178 139.38356164 150.68493151
 162.61415525 175.79908676 187.7283105  198.40182648 211.58675799
 223.51598174 234.8173516  246.74657534 258.67579909 271.23287671
 283.78995434 295.71917808 308.27625571 319.57762557 332.1347032
 344.06392694 355.3652968  366.66666667 379.85159817 391.15296804
 401.82648402 426.94063927 450.17123288 474.02968037 498.51598174
 521.11872146 546.86073059]",,,"[15.08179011 14.73070986 14.8927469  15.10879629 14.97376542 15.08179011
 14.43364196 14.83873455 14.32561726 13.81249997 14.46064813 14.35262344
 14.13657405 13.94753084 13.92052467 13.62345676 13.81249997 13.65046294
 13.3804012  12.86728391 12.86728391 12.86728391 12.54320984 12.40817897
 12.40817897 12.65123453 11.9760802  11.92206785 11.86805551 11.76003081
 11.43595674 11.84104933 10.8688271  11.21990735 11.32793204 11.59799378
 10.30169746 10.84182093 10.1666666   9.3564814   9.89660487  9.761574  ]","[75.40895056 73.65354931 74.4637345  75.54398143 74.8688271  75.40895056
 72.16820978 74.19367277 71.62808632 69.06249987 72.30324065 71.76311719
 70.68287026 69.7376542  69.60262333 68.11728381 69.06249987 68.25231468
 66.90200602 64.33641957 64.33641957 64.33641957 62.71604918 62.04089485
 62.04089485 63.25617264 59.880401   59.61033927 59.34027753 58.80015407
 57.17978368 59.20524667 54.3441355  56.09953676 56.63966022 57.98996888
 51.50848732 54.20910463 50.83333299 46.78240702 49.48302433 48.80787   ]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.6666666666666667,643,1,3.0,0.2096832253419726,1.0484161267098635,0.061,0.305,1.2790676745860332,101016jcattod201806019,VPO,1.0053234973701344,0.3486958108124511,0.0697391621624902,0.0,0.0,1.2762266675735712,1.2762266675735714,1,P-V-SiO2,"[1.28092339 1.16777515 1.01192948 0.89024175 0.81338635 0.52304372
 0.46540216]",,,"[ 1.48058252  3.03398058  5.04854369  7.03883495  9.0776699  16.99029126
 22.01456311]",,,"[6.12244898 5.58163265 4.83673469 4.25510204 3.8877551  2.5
 2.2244898 ]","[30.6122449  27.90816327 24.18367347 21.2755102  19.43877551 12.5
 11.12244898]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.6666666666666667,643,1,3.0,0.2096832253419726,1.0484161267098635,0.0802,0.401,1.6816594672426213,101016jcattod201806019,VPO-Zr,1.0053234973701344,0.3486958108124511,0.0697391621624902,0.0,0.0,1.677924241629515,1.6779242416295153,1,P-V-SiO2,"[1.68654913 1.63104245 1.56272653 1.5114896  1.43463419 1.12507771
 0.71518222]",,,"[ 1.50485437  3.03398058  5.04854369  7.03883495  9.05339806 16.99029126
 22.0631068 ]",,,"[8.06122449 7.79591837 7.46938776 7.2244898  6.85714286 5.37755102
 3.41836735]","[40.30612245 38.97959184 37.34693878 36.12244898 34.28571429 26.8877551
 17.09183673]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,MAc,TRX,,5.0,0.0,0.0,2.0,653,1,3.0,0.2516198704103672,1.2580993520518362,0.044352618025751,0.2217630901287553,1.116,101021acsiecr7b03521,1,1.0053234973701344,0.4184349729749413,0.0836869945949882,0.0,0.0,1.1135211914983825,1.1135211914983827,1,P-V-SiO2,[1.11804878 1.09965157 1.07623693 0.92404181 0.69324042],,,[ 4.11522634  8.06584362 12.26337449 18.10699588 24.19753086],,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,2.295081967213115,673,1,3.0,0.6660957274716911,1.9982871824150727,0.1413253333333333,0.4239759999999999,5.648172043010754,101002jctb6360,1,1.224814764103612,0.6687244928800516,0.2229081642933505,0.0,0.0,5.670462711866255,5.670462711866255,1,P-V-SiO2,"[5.61621802 5.41013984 4.95689464 4.46700728 4.29513056 4.06897458
 3.76830511 3.55486956 3.52921124 3.3341623  2.94689587 2.66710206
 2.39097067 2.2541669  2.07947228 1.90648776 1.69221369 1.6496169
 1.39132076 1.35551444]",,"[92.9458143  93.95236898 93.81911583 91.12876374 92.04601291 92.90732933
 90.96880056 92.17313384 91.50184969 90.93571146 89.66740232 88.87482289
 91.22183009 89.24278831 89.02026522 88.82665076 88.69411736 88.83630817
 88.31338309 88.95371926]","[ 0.5  1.   1.5  2.   2.5  3.   3.5  4.   4.5  5.   5.5  6.   6.5  7.
  7.5  8.   8.5  9.   9.5 10. ]",,"[45.17902935 43.05499371 39.50400494 36.65084192 34.88945315 32.74596364
 30.97250741 28.83646965 28.83835971 27.41416624 24.57270553 22.43797502
 19.59739031 18.88581418 17.46574144 16.0477263  14.26537399 13.88402446
 11.77940944 11.39364833]","[13.99733891 13.48372885 12.35410272 11.13315305 10.70478352 10.14113343
  9.39177283  8.85982592  8.79587752  8.3097557   7.34456891  6.64723685
  5.9590327   5.61807572  5.18268312  4.7515526   4.21751585  4.11135158
  3.46759833  3.37835798]","[41.99201672 40.45118655 37.06230815 33.39945915 32.11435055 30.42340028
 28.17531849 26.57947776 26.38763255 24.92926711 22.03370673 19.94171056
 17.87709809 16.85422716 15.54804935 14.2546578  12.65254755 12.33405475
 10.40279498 10.13507395]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
 + H$_2$O",2.5,0.0,0.21,5.0,633,1,2.0,0.7660257622884006,1.915064405721,0.1277268,0.319317,7.338151450099353,101039d2cc06618a,1,1.0636978963103263,0.9581324200026798,0.3832529680010719,0.0,0.0,7.342751278991897,7.342751278991898,1,P-V-SiO2,"[6.38466899 4.56585366 4.13937282 3.6        3.2989547  3.34912892
 3.07317073 2.75958188 2.77212544 2.47108014]",,,[ 4  8 12 16 20 24 28 32 36 40],,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,MeOH,,0.5,0.0,0.21,1.5,653,1,2.0,0.7232939622193159,0.3616469811096579,0.1832424860194942,0.0916212430097471,1.988072756399364,101016jjcat2024115612,1,0.8975130204360922,0.1807606985491203,0.3615213970982406,0.0,0.0,1.987382386605672,1.987382386605672,1,P-V-SiO2,"[1.98738239 1.57697251 1.40676456 1.38224144 1.23872777 1.24075646
 1.12908164 1.24134992 1.3000006  1.20423127 1.17151515 1.16315482
 1.06136379 1.05745347]","[26.22641509 19.24528302 17.35849057 16.79245283 15.28301887 15.66037736
 13.96226415 15.28301887 16.60377358 15.09433962 14.71698113 15.09433962
 13.01886792 12.64150943]",,[ 2.  4.  6.  8. 10. 12. 14. 16. 18. 20. 24. 28. 40. 50.],"[69.86943712 75.55175533 74.72298293 75.89523487 74.73283579 73.05148692
 74.56143118 74.89103123 72.19073905 73.55979705 73.3962575  71.05066494
 75.16848245 77.1271125 ]",,"[18.3242486  14.54014914 12.97078194 12.74467152 11.42143339 11.44013852
 10.41046398 11.44561043 11.98638686 11.10336559 10.80171337 10.72462867
  9.78608545  9.7500312 ]","[9.1621243  7.27007457 6.48539097 6.37233576 5.7107167  5.72006926
 5.20523199 5.72280522 5.99319343 5.5516828  5.40085668 5.36231433
 4.89304273 4.8750156 ]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,5.0,623,1,0.2,0.0970487556665741,0.2911462669997224,0.156672,0.470016,13.684340383014156,101016japcata2023119441,VPO-SiO2,1.224814764103612,1.456864073774398,0.4856213579247994,0.0,0.0,13.69498848998295,13.694988489982949,1,P-V-SiO2,[14.04805305 12.05871997  9.79460062  8.08905413  7.15149018],,[76.84003847 70.69051291 63.68580666 57.42289617 53.44243414],[ 2  4  6  8 10],,[62.74505953 58.54516681 52.78311888 48.34634197 45.92628184],[16.07110929 13.7952929  11.20511835  9.25395658  8.18137431],[48.21332788 41.3858787  33.61535504 27.76186975 24.54412293]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,5.0,623,1,0.2,0.0970487556665741,0.2911462669997224,0.1984775799999999,0.5954327399999999,17.335801950041628,101016japcata2023119441,VPO1%Mg-SiO2,1.224814764103612,1.456864073774398,0.4856213579247994,0.0,0.0,17.349291345101037,17.34929134510104,1,P-V-SiO2,[15.93234128 14.91575817 14.03470784 12.70423638 11.54592818],,[83.39100346 80.62283737 77.33564014 71.79930796 68.16608997],[ 2  4  6  8 10],,[65.57093426 63.49480969 62.28373702 60.7266436  58.13148789],[18.22675335 17.06377238 16.05584224 14.53376995 13.20865411],[54.68026005 51.19131715 48.16752673 43.60130985 39.62596233]
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,5.0,623,1,0.2,0.0970487556665741,0.2911462669997224,0.20087336,0.60262008,17.545058671107412,101016japcata2023119441,VPO1%Ca-SiO2,1.224814764103612,1.456864073774398,0.4856213579247994,0.0,0.0,17.558710893741075,17.558710893741075,1,P-V-SiO2,[16.8558375  15.89186952 14.79283652 12.35227924 11.14729753],,[85.66493955 83.76511226 79.44732297 72.19343696 66.32124352],[ 2  4  6  8 10],,[67.53022453 65.11226252 63.90328152 58.72193437 57.68566494],[19.28324201 18.18045327 16.92314882 14.13112756 12.75261677],[57.84972602 54.5413598  50.76944646 42.39338267 38.25785032]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,HAc,TRX,,3.0,0.0,0.0,5.0,623,1,0.2,0.0970487556665741,0.2911462669997224,0.2068854,0.6206562,18.070173572023315,101016japcata2023119441,VPO1%Sr-SiO2,1.224814764103612,1.456864073774398,0.4856213579247994,0.0,0.0,18.08423439890675,18.08423439890675,1,P-V-SiO2,[17.79906276 16.44526871 14.80795037 13.26645912 11.86260101],,[88.65979381 84.87972509 79.72508591 74.22680412 70.10309278],[ 2  4  6  8 10],,[68.90034364 66.49484536 63.74570447 61.34020619 58.07560137],[20.36230087 18.81354731 16.94043922 15.17695823 13.57093091],[61.08690261 56.44064194 50.82131765 45.53087469 40.71279272]
