Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title,STY0,n,covalent_radius_cordero,en_pauling,electron_affinity,electrophilicity_,lattice_constant,proton_affinity,vdw_radius
0.9642056962458,0.0,0.0357943037541999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.4000952274358071,0.2000476137179035,101007s1056201720148,10Ba-gamma-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.911381359056115,0,Al-Si-Cs,19.632573957799597,0.1289021841063675,146.501868108742,1.4146665421458062,0.3546396445997816,0.8678117120171942,4.313157575164678,770.1642857142858,206.78890341632263
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.2973479999999999,0.1486739999999999,101039c7ra10008f,Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,13.311614483597229,0,Al-Si-Cs,14.807445466255038,0.0986358126845158,121.0,1.61,0.43283,0.9274010826249173,4.05,770.1642857142858,184.0
0.9817767030089496,0.0,0.0182232969910503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.361566,0.180783,101039c7ra10008f,5Ba-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.18651278090425,0,Al-Si-Cs,19.5069398140107,0.1026435659176703,142.82564861280142,1.4428248191359891,0.3659111682266436,0.876401812359837,4.275222118664015,770.1642857142858,203.5037711008013
0.9800110940267144,0.0,0.0181905245523127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017983814209731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.37762,0.18881,101039c7ra10008f,5Ba-0.5La-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.90521497133321,0,Al-Si-Cs,19.63937680626844,0.0810940198809539,149.49461868123333,1.4071986163289039,0.3767280333534337,0.878333499142799,4.220641269571905,795.3996651939569,207.60820165056194
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.103992,0.051996,101007s1056201825359,TiO2,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,4.655492599170814,0,Al-Si-Cs,4.82321075863934,0.0472739178514409,160.0,1.54,0.079,0.8836023565738941,2.95,876.0,211.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.28960092,0.14480046,101007s1056201825359,Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,12.964794789724776,0,Al-Si-Cs,13.638022640894253,0.0724999730198655,121.0,1.61,0.43283,0.9274010826249173,4.05,770.1642857142858,184.0
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.26691808,0.13345904,101007s1056201825359,Ti-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,11.949334045165813,0,Al-Si-Cs,12.872947905609934,0.0879041461636076,129.38367873074833,1.5949523715089133,0.3567685372999824,0.9179858403677932,3.8135372665686362,792.9153787094319,189.80408527513345
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.332175,0.1660875,101007s1056201825359,gamma-TiAl2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,14.870742500668946,0,Al-Si-Cs,16.038797658721357,0.0864669914398536,129.38367873074833,1.5949523715089133,0.3567685372999824,0.9179858403677932,3.8135372665686362,792.9153787094319,189.80408527513345
0.0,0.0,0.0267796523838205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732203476161796,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.20468523,0.102342615,101007s1056201825359,Ba-TiO2,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,9.163306537277634,0,Al-Si-Cs,9.325997223495476,0.101095970606182,173.9647990571907,1.3749614656877462,0.09566127480241554,0.8389536031851077,3.4755842554251775,849.1277366713773,225.47260993199765
0.9827386228095196,0.0,0.0172613771904803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.36957286,0.18478643,101007s1056201825359,Ba-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.54496225271551,0,Al-Si-Cs,17.437601358884653,0.0670314381989782,142.5493246302948,1.4449413432573164,0.36675839519470993,0.8770474894581255,4.272370690333892,770.1642857142857,203.2568432866464
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.38134003,0.190670015,101007s1056201825359,Ba-Ti-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.071752513968153,0,Al-Si-Cs,17.571945022134866,0.081107487832106,145.6721636505037,1.460835349167373,0.3164073281364679,0.8779893576502344,4.043066516931338,788.5869886353717,204.680839600712
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.451,0.2255,101007s1056201825359,Ba-gamma-TiAl2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,20.19027581185127,0,Al-Si-Cs,18.42031020965437,0.0406527712885901,145.6721636505037,1.460835349167373,0.3164073281364679,0.8779893576502344,4.043066516931338,788.5869886353717,204.680839600712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0,0.0,101007s1114401814198,SBA15,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,0.0,2,Si-Cs-P,0.0,0.0,111.00000000000001,1.9,1.3895211,1.6827931688842968,5.43,837.0,210.0
0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0532799,0.1598397,101007s1114401814198,Ce-SBA15(10),0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,3.1908673360897306,2,Si-Cs-P,2.928833473651167,0.0277529114292519,142.04903351376967,1.6395887511748353,1.1426241600210776,1.4479204551946514,5.339857644637443,814.6861899701735,220.6835384133401
0.0,0.0,0.0,0.0,0.0,0.0873240350214437,0.0,0.0,0.0394750766069558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732008883716004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.1733004,0.5199012000000001,101007s1114401814198,10Cs-Ce-SBA15imp,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,10.378746688550182,2,Si-Cs-P,10.75597632933075,0.0376503733968344,163.28553307122772,1.4626184587137652,1.002854193805318,1.291314433040129,5.487778895175818,805.4121652668858,246.16200326260935
0.0,0.0,0.0,0.0,0.0,0.0863440471020415,0.0,0.0,0.0502154818775429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8634404710204153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.22425,0.67275,101007s1114401814198,10Cs-Ce-SBA15(10),0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,13.430055238807167,2,Si-Cs-P,13.021866665154835,0.0038874377549665,164.58391107766937,1.4517986875075408,0.9943091228731047,1.2817397447636028,5.496824974939269,804.8452272417464,247.71993228879302
0.9327519273163696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337473797081572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335006929754734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,5.0,0.75,0.0,3.4,653,1,0.0941999999999999,0.471,101039c6cy00620e,1,0.6608707194133101,0.132174143882662,0.0991306079119965,0.0,3.735241306124028,0,Al-Si-Cs,4.363706942756899,0.0149488981604865,144.1752980191057,1.558715178882048,0.5076253612788793,1.025007449828823,5.136835787014944,739.7581448294809,216.94826471768678
0.0532854016359133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474335738253869,0.0,0.0,0.0,0.7992810245386999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.21,1.2,623,1,0.0802909119999999,0.4014545599999999,101002cjce22889,1,0.2510609837849648,0.0502121967569929,0.0,0.0,1.2094749213427218,0,Al-Si-Cs,1.4531185163913392,0.0352277215962674,111.9916270336498,1.9224590374949508,0.9927744481756104,1.5002965406510131,5.642838636639687,760.6317068374126,195.53018725607308
0.9162763025301396,0.0,0.0,0.0,0.0,0.0033337949398801,0.0,0.0,0.0351466403302122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045243262199768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAc,TRX,EtOH,5.0,1.0,0.0,1.288659793814433,623,1,0.31377681,1.56888405,101016jjiec201611002,1,0.1960189924641642,0.0392037984928328,0.0,0.0,3.690372849289169,0,Al-Si-Cs,3.177316264030796,0.0102920813692203,149.44976424988434,1.5266489391241669,0.5254179578667204,1.03076587058523,5.180232702605144,740.6050340165115,219.03536743596734
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Trioxane,0.2510609837849648,0.0502121967569929,0.0,0.0,1.295474676330418,0,Al-Si-Cs,1.4734054692314558,0.0299698050465716,113.76553235741652,1.8629992693915352,0.870317427782013,1.3831374251755373,5.343306263497541,759.6917008570476,192.7793388973423
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,5.0,0.0,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Formalin,0.2115326460031463,0.0423065292006292,0.013931948185236,0.0952744002080943,1.091508453376235,0,Al-Si-Cs,1.3492393521188994,0.0637966658520269,113.76553235741652,1.8629992693915352,0.870317427782013,1.3831374251755373,5.343306263497541,759.6917008570476,192.7793388973423
0.8546766747470742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384887409095415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068345843433842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.7142857142857142,643,1,0.212,0.106,101016jcjche202111025,1,0.1776499825066982,0.3552999650133965,0.3552999650133965,0.0,2.2597077774852017,0,Al-Si-Cs,2.35495134277307,0.050524418815994,142.2507913020367,1.603428794557345,0.5278644865445216,1.0722393225862794,5.324861056204908,730.3657502390166,215.38407798472406
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,628,1,0.2,0.2,101021acsiecr1c04460,1,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,1.4925385383806786,0,Al-Si-Cs,1.512587098915529,0.0049760501804636,142.50243113960292,1.5939060242905854,0.9865329994278723,1.3066729374651,5.278609034854023,808.2473451100886,233.97637335445023
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,623,1,0.285,0.1425,101021acsiecr2c00444,1,0.1243549877546888,0.2487099755093776,0.2487099755093776,0.0,2.1264702906051784,0,Al-Si-Cs,1.9184979361451384,0.0063723687286558,142.50243113960292,1.5939060242905854,0.9865329994278723,1.3066729374651,5.278609034854023,808.2473451100886,233.97637335445023
0.883632324501284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338944785624578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824731969362581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.5,0.0,3.08,633,1,0.2364479999999999,0.1182239999999999,101021acsiecr2c03415,1,0.4268070194254403,0.8536140388508807,0.4268070194254403,0.0,6.055059967746391,0,Al-Si-Cs,6.579946524907979,0.0252100371336437,143.1413157277363,1.5211193280894246,0.6922161751568887,1.0794576579518687,4.815666447443791,787.739514755723,222.85796368450767
0.0441513128838737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728224294386516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8830262576774747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,2.0,653,1,0.43148475,0.43148475,101016jcej2023145655,1,0.2072970192195386,0.2072970192195386,0.4145940384390773,0.0,5.36673015082127,0,Al-Si-Cs,5.794738834073532,0.0078587032934923,146.62737848988658,1.5579376046401403,0.9514368625930377,1.2709845631585028,5.287186098569715,805.7129436082171,237.83252211831248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399624839678831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371888693468784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228486466852382,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,633,1,0.28612752,0.28612752,1010800021959220232300818,1,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,2.135281752456442,2,Si-Cs-P,2.142500992287544,0.0043708084631048,153.31308802908248,1.54000284186084,0.997717665978465,1.3298051385254472,5.149528421387245,809.1064386503853,242.5611361776021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403310882825226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9458332734622712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138356382552061,MAc,TRX,MeOH,2.0,2.0,0.0,1.2,643,1,0.2376,0.4752,101021acsiecr4c00771,1,0.166350751335778,0.083175375667889,0.166350751335778,0.0,2.3714963110428515,2,Si-Cs-P,2.363781369122278,0.0062019829104454,152.70743639625874,1.5458676032543115,1.0136840579838549,1.3389142012931115,5.203135201560643,810.1939783860123,243.10742114808292
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0402038767525463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460874177850626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013708705462391,MAc,TRX,MeOH,2.0,2.0,0.0,1.6000000000000003,643,1,0.232024,0.464048,101016jces2024120716,1,0.2218010017810374,0.1109005008905187,0.2218010017810374,0.0,3.087789338234605,2,Si-Cs-P,2.5003481642423213,0.0066828528463993,152.6749203154431,1.5461518296269159,1.014095455584964,1.3392286600953773,5.203878867551614,810.2227434695703,243.09318015120897
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,10.0,1.0,0.0,1.06535581986919,653,1,0.091,0.91,101039c5ra05133a,Cs–La–Sb --SiO2-(V),0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.063513019389264,2,Si-Cs-P,1.402475488886913,0.1803372056671592,151.25948012276217,1.6199648458568494,1.0538944434127606,1.3830844478363005,5.167501545095728,840.4418321523843,236.79924185242487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,10.0,1.0,0.0,1.06535581986919,653,1,0.09204,0.9204,101039c5ra05133a,Cs–La–Sb--SiO2-(U),0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.07566745389657,2,Si-Cs-P,1.113114972043618,0.0010205451657245,151.25948012276217,1.6199648458568494,1.0538944434127606,1.3830844478363005,5.167501545095728,840.4418321523843,236.79924185242487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0042,0.0021,101021acsiecr7b02841,SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.0940123707425447,2,Si-Cs-P,0.1770261293994419,0.2016999096962158,111.00000000000001,1.9,1.3895211,1.6827931688842968,5.43,837.0,210.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217472531225363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782527468774638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0318,0.0159,101021acsiecr7b02841,Li-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.7118079499078387,2,Si-Cs-P,0.7047889805773994,0.0109751430321997,115.11356803952842,1.6773833766843447,1.202844454473655,1.5044455893231041,4.96056929431264,820.827455400896,203.22471146430615
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217474666265387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782525333734612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0654,0.0327,101021acsiecr7b02841,Na-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,1.4639069158481963,2,Si-Cs-P,1.7887525752039486,0.1165112982277897,124.3086328537272,1.6652841114888113,1.1858760055018942,1.4886709147326476,5.139629828645952,820.8274184919059,214.11357742751568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021748178131884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978251821868116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.1648,0.0824,101021acsiecr7b02841,K-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,3.688866356755089,2,Si-Cs-P,4.1787436854333855,0.0704991225943559,133.26188244455713,1.6386648582595467,1.174633173989569,1.4603175209718549,5.381604603381397,820.8272954942763,225.72850390104577
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021747800737615,0.0,0.0,0.9782521992623848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.1857,0.09285,101021acsiecr7b02841,Rb-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,4.156689820688228,2,Si-Cs-P,5.172190247134312,0.1130571910291762,137.37538476022098,1.6386659124675351,1.1708713139242302,1.4537753919460625,5.46871616111592,820.827360733854,232.5037686486289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.2051,0.10255,101021acsiecr7b02841,Cs-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,4.590937437927601,2,Si-Cs-P,5.981031981365528,0.1606187448963306,143.18287098335017,1.6314061143494833,1.1674120806048924,1.4440355387136208,5.580025413606594,820.8273295493444,242.18287098335017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.0,663,1,0.294028235662009,0.1470141178310045,101021acsiecr7b02841,LHSV-0.5,0.1036291564622406,0.2072583129244813,0.2072583129244813,0.0,1.8281938822640933,2,Si-Cs-P,2.1371050992885285,0.1710947073544705,143.18287098335017,1.6314061143494833,1.1674120806048924,1.4440355387136208,5.580025413606594,820.8273295493444,242.18287098335017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.268735619409261,0.1343678097046305,101021acsiecr7b02841,LHSV-1.8,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,6.015350638959725,2,Si-Cs-P,7.091012414002753,0.1760458020673992,143.18287098335017,1.6314061143494833,1.1674120806048924,1.4440355387136208,5.580025413606594,820.8273295493444,242.18287098335017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,5.4,663,1,0.192136683649699,0.0960683418248495,101021acsiecr7b02841,LHSV-2.7,0.5595974448960995,1.119194889792199,1.119194889792199,0.0,6.451151834470904,2,Si-Cs-P,7.756703125791418,0.2039202282155824,143.18287098335017,1.6314061143494833,1.1674120806048924,1.4440355387136208,5.580025413606594,820.8273295493444,242.18287098335017
