Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.039,1.3333333333333333,633,1,0.212,0.53,10.1039/C9CC08700A,gammaVPO-deltaVPO-3-1,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,3.24998516864909,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015775924799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.0,0.4433333333333333,633,1,0.19838,0.49595,10.1021/acssuschemeng.0c05916,,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.0111953264343003,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015775924799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.2845499999999999,0.7113749999999999,10.1021/acssuschemeng.0c05916,1,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.4504266061945768,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015775924799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.11895,0.297375,10.1021/acssuschemeng.0c05916,,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,0.6063196092315759,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015775924799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.125236,0.31309,10.1021/acssuschemeng.0c05916,,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,0.6383610137177439,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.0,0.4433333333333333,633,1,0.025912,0.06478,10.1021/acssuschemeng.0c05916,,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,0.1320803170610222,3,P-V-Ti
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.0503426,0.1258565,10.1039/D2RA06960A,,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,0.7717580346756306,0,Al-Si-Cs
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.0439424999999999,0.1098562499999999,10.1039/D2RA06960A,,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,0.673643741855484,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.072688,0.18172,10.1039/D2RA06960A,,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,1.1143156695224767,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.1035319999999999,0.2588299999999999,10.1039/D2RA06960A,,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,1.587157851323479,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447511737987761,0.0,0.0,0.1078383854360289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7447072165404055,0.1027032242247894,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.2510936,0.627734,10.1039/D2RA06960A,V-Ti-Nb,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,3.8492946978429594,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414603541786402,0.0,0.0,0.0,0.0,0.1082098872530035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472727230893051,0.103057035479051,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.2314884,0.578721,10.1039/D2RA06960A,V-Ti-Mo,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,3.548744654312774,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099378604615934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592057107098282,0.1047027242491366,0.0261537045794417,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.1822952199999999,0.4557380499999999,10.1039/D2RA06960A,V-Ti-W,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,2.794607364696334,3,P-V-Ti
0.0,0.0,0.0,0.0260288539352753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109951954895963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7593030436487969,0.1047161475199648,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,1.3333333333333333,633,1,0.1463668799999999,0.3659171999999999,10.1039/D2RA06960A,V-Ti-Bi,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,2.2438216470822687,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.2290287999999999,0.572572,10.1039/D3NJ00221G,VPO-MCF,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.1674203658577278,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015775924799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.245156,0.6128900000000002,10.1039/D3NJ00221G,UnModifiedV-Ti,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.249624969489502,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022903000348021,0.0,0.0,0.0,0.0938969584445408,0.0,0.0,0.0,0.7063934081541788,0.0974193333664782,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.24657582,0.61643955,10.1039/D3NJ00221G,AllylSi-V-Ti,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.2568621675355645,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1022903000348021,0.0,0.0,0.0,0.0938969584445408,0.0,0.0,0.0,0.7063934081541788,0.0974193333664782,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.03,0.4433333333333333,633,1,0.3349959999999999,0.8374899999999998,10.1039/D3NJ00221G,Glycosidil-Si-V-Ti,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.7075632098708782,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,2.5,0.0,0.1,2.6666666666666665,633,1,0.175812,0.43953,10.2139/ssrn.4741336,1,0.5110039573347626,0.204401582933905,0.0673114130660721,0.460312830751505,5.390437664816356,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.173,0.6054999999999999,10.1021/acs.iecr.8b02132,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.040875716081163,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.185,0.6475,10.1021/acs.iecr.8b02132,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.390531835115695,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.176,0.616,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.128289745839796,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406503,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.142,0.4969999999999999,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,4.13759740857529,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406505,0.024390243902439,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.197,0.6895,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.740187954150227,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.072,0.252,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,2.097936714207189,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406503,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.172,0.602,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.011737706161618,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.1304347826086956,1.6666666666666667,623,1,0.204,0.714,10.1039/C8RA09241A,,0.4856334986590716,0.1387524281883062,0.0,0.0,5.944154023587036,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704626346521857,0.0,0.0,0.0,0.90811580458234,0.0,0.0,0.0,0.0,0.0214215607654744,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,10.0,0.0,0.0,2.0,643,1,0.0219,0.219,10.1021/acs.iecr.5b01422,1,0.5157041230938302,0.051570412309383,0.0169826342590849,0.1161366860883381,0.6776352177452929,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769545996061612,0.0,0.0,0.0,0.0,0.0230454003938388,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,10.0,0.0,0.0,2.0,643,1,0.01693,0.1693,10.1021/acs.iecr.5b01422,,0.5157041230938302,0.051570412309383,0.0169826342590849,0.1161366860883381,0.5238522482387127,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704626346521857,0.0,0.0,0.0,0.90811580458234,0.0,0.0,0.0,0.0,0.0214215607654744,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,10.0,0.0,0.0,2.0,643,1,0.0219,0.219,10.1016/j.cej.2016.04.107,1,0.5157041230938302,0.051570412309383,0.0169826342590849,0.1161366860883381,0.6776352177452929,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0704626346521857,0.0,0.0,0.0,0.90811580458234,0.0,0.0,0.0,0.0,0.0214215607654744,0.0,0.0,0.0,HAc,FORM,MeOH + H$_2$O,7.5,0.0,0.0,2.0,643,1,0.03176,0.2382,10.1016/j.cej.2016.04.107,,0.4966335489675121,0.0662178065290016,0.0218061624749948,0.1491226512633049,0.946384890912491,1,Si-P-V
0.8999853638612879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050007318069356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050007318069356,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.07082,0.3541,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.8890069435825604,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753672659783722,0.0,0.0,0.1123163670108139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1123163670108139,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.06556,0.3278,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.8229779048471144,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579025361340279,0.0,0.0,0.0,0.884194927731944,0.0,0.0,0.0,0.0,0.0579025361340279,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.052,0.26,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.6527585578409084,1,Si-P-V
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741398135273486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517203729453029,0.0741398135273485,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.039,0.195,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.4895689183806813,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058666924623307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058666924623307,0.0,0.0,0.7882666150753386,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.03956,0.1978,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.4965986259266603,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1303437991663074,0.0,0.0,0.7393124016673851,0.0,0.0,0.0,0.0,0.0,0.1303437991663074,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.0036,0.018,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.0451909770812936,3,P-V-Ti
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.04734,0.2367,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.5942613486190116,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.04026,0.2013,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.5053857603591342,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.02656,0.1328,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.3334089864664332,2,Si-Cs-Zr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.01608,0.0804,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.2018530309631117,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.01996,0.0998,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.2505588618173948,0,Al-Si-Cs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.00442,0.0221,10.1021/acs.iecr.6b03079,,0.2092174864874706,0.0418434972974941,0.0,0.0,0.0554844774164772,0,Al-Si-Cs
0.8999853638612879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050007318069356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050007318069356,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.07728,0.3864,10.1021/acs.iecr.6b03079,1,0.2092174864874706,0.0418434972974941,0.0,0.0,0.970099641345104,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,2.0,643,1,0.14934,0.7467,10.1021/acs.iecr.7b01212,1,0.4184349729749413,0.0836869945949882,0.0,0.0,3.749344731844664,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,643,1,0.08254,0.4127,10.1021/acs.iecr.7b01212,,0.4184349729749413,0.0836869945949882,0.0,0.0,2.072257360161099,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,2.5,0.0,0.21,2.0,643,1,0.22,0.55,10.1002/ceat.201700500,,0.4184034280286304,0.1673613712114521,0.0,0.0,5.522925249977923,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,1.6666666666666667,643,1,0.061,0.305,10.1016/j.cattod.2018.06.019,VPO,0.3486958108124511,0.0697391621624902,0.0,0.0,1.2762266675735712,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4830917874396134,0.0,0.0,0.0096618357487922,MAc,TRX,None,5.0,0.0,0.0,1.6666666666666667,643,1,0.0802,0.401,10.1016/j.cattod.2018.06.019,VPO-Zr,0.3486958108124511,0.0697391621624902,0.0,0.0,1.677924241629515,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,653,1,0.0307606866952789,0.1538034334763948,10.1021/acs.iecr.7b03521,,0.4184349729749413,0.0836869945949882,0.0,0.0,0.7722808263617814,3,P-V-Ti
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096618357487922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4830917874396134,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,653,1,0.0312375965665235,0.1561879828326179,10.1021/acs.iecr.7b03521,,0.4184349729749413,0.0836869945949882,0.0,0.0,0.7842541725069252,3,P-V-Ti
