Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Year,SSA_m2g,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title,av_cov_rad,av_n_val,av_en_pauling,var_cov_rad,var_n_val,var_en_pauling,var_pca
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,573,1,0.2686820652173913,0.565,10.1016/S0166-9834(00)80265-1,,1989,91.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,573,1,0.3091032608695652,0.65,10.1016/S0166-9834(00)80265-1,,1989,77.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,573,1,0.3138586956521739,0.66,10.1016/S0166-9834(00)80265-1,,1989,67.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,573,1,0.255366847826087,0.537,10.1016/S0166-9834(00)80265-1,,1989,145.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,573,1,0.2216032608695652,0.466,10.1016/S0166-9834(00)80265-1,,1989,126.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,593,1,0.2894157608695652,0.6086,10.1016/S0166-9834(00)82351-9,,1989,145.0,,,,,,1,P-V-Ti,128.71428571428572,4.7142857142857135,1.9242857142857142,633.3469387755101,0.20408163265306123,0.09491020408163264,0.6238329055578211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,593,1,0.3883288043478261,0.8166,10.1016/S0166-9834(00)82351-9,,1989,60.0,,,,,,1,P-V-Ti,126.00000000000001,4.75,1.9575,605.7500000000001,0.1875,0.09076874999999998,0.5391710411733681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,593,1,0.4168138586956522,0.8765,10.1016/S0166-9834(00)82351-9,,1989,40.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,593,1,0.3733016304347826,0.785,10.1016/S0166-9834(00)82351-9,,1989,65.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.1176470588235294,0.0,0.0,0.0,HAc,TRX,None,2.1028571428571428,0.0,0.0,,593,1,0.4373573369565217,0.9197,10.1016/S0166-9834(00)82351-9,,1989,65.0,,,,,,1,P-V-Ti,124.88235294117646,4.764705882352941,1.971176470588235,590.1038062283736,0.17993079584775087,0.0884221453287197,0.49282596485446223
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5145631067961165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4854368932038835,0.0,0.0,0.0,MAc,DMM,None,2.0,0.0,0.0,,613,1,0.225,0.53,10.1016/S0167-2991(08)61662-6,,1992,23.0,,,,,,1,P-V-Ti,129.33009708737865,5.0,1.9181553398058253,528.5512300876615,0.0,0.07833349043265153,0.16697589691031425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,MAc,DMM,None,2.0,0.0,0.0,,613,1,0.425,0.85,10.1016/S0167-2991(08)61662-6,,1992,36.0,,,,,,1,P-V-Ti,123.88888888888889,4.777777777777777,1.9833333333333332,574.0987654320987,0.1728395061728395,0.08602222222222221,0.4460063384676509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2372881355932203,0.0,0.0,0.0,0.6779661016949152,0.0,0.0,0.0,0.0,0.0847457627118644,0.0,0.0,0.0,MAc,DMM,None,2.0,0.0,0.0,,613,1,0.2,0.49,10.1016/S0167-2991(08)61662-6,,1992,57.0,,,,,,1,P-V-Ti,119.10526315789475,5.0,2.0426315789473684,410.3047091412743,0.0,0.060808864265928,-0.12984435888148652
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,MAc,DMM,None,2.0,0.0,0.0331491712707182,,613,1,0.62,1.24,10.1016/S0167-2991(08)61662-6,,1992,36.0,,,,,,1,P-V-Ti,123.88888888888889,4.777777777777777,1.9833333333333332,574.0987654320987,0.1728395061728395,0.08602222222222221,0.4460063384676509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,FORM,"MeOH 
+ H$_2$O",2.5,0.0,0.1,,633,1,0.389341493090413,0.9733537327260324,10.1016/j.jcat.2014.04.005,,2014,30.0,,,,,,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.3368,0.842,10.1016/j.jcat.2019.04.032,1,2019,7.5,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.7167586749827215,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,2.216666666666667,633,1,0.1672,0.418,10.1016/j.jcat.2019.04.032,,2019,7.5,0.4247720395345215,0.1699088158138086,0.0559526121111724,0.3826350405621886,4.261313100610319,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.15,0.375,10.1016/j.jcat.2019.04.032,,2019,14.4,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,0.7645896711621386,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.2188,0.547,10.1016/j.jcat.2019.04.032,,2019,5.1,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.1152814670018396,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.2608,0.652,10.1016/j.jcat.2019.04.032,,2019,5.1,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.3293665749272383,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.2588,0.647,10.1016/j.jcat.2019.04.032,,2019,16.2,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.31917204597841,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.2804,0.701,10.1016/j.jcat.2019.04.032,,2019,7.5,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.4292729586257575,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.4433333333333333,633,1,0.218,0.545,10.1016/j.jcat.2019.04.032,,2019,4.0,0.0849544079069042,0.0339817631627617,0.0111905224222344,0.0765270081124376,1.111203655422308,1,P-V-Ti,129.4390243902439,5.0,1.9168292682926826,528.6853063652587,0.0,0.07835336109458657,0.16731245273194473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",3.0,2.5813119264746054,0.045,0.44,633,1,0.2795,0.8385,10.1038/s41598-019-53180-8,1,2019,87.0,0.0894192160856169,0.0298064053618723,0.0098155368198715,0.067124092826066,1.4995602537557955,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",3.0,2.5813119264746054,0.0225,0.44,633,1,0.2475,0.7424999999999999,10.1038/s41598-019-53180-8,,2019,87.0,0.0894192160856169,0.0298064053618723,0.0098155368198715,0.067124092826066,1.327875358871411,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",3.0,2.581311926474605,0.045,1.32,633,1,0.1975,0.5925,10.1038/s41598-019-53180-8,,2019,87.0,0.2682576482568507,0.0894192160856169,0.0294466104596146,0.2013722784781981,3.178853131843681,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",3.0,2.5813119264746054,0.045,0.44,633,1,0.2037699999999999,0.6113099999999999,10.1038/s41598-019-53180-8,,2019,120.38745387453874,0.0894192160856169,0.0298064053618723,0.0098155368198715,0.067124092826066,1.0932572197059691,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",3.0,2.5813119264746054,0.045,0.44,633,1,0.165676,0.497028,10.1038/s41598-019-53180-8,,2019,160.51660516605168,0.0894192160856169,0.0298064053618723,0.0098155368198715,0.067124092826066,0.88887708265204,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,TRX,None,2.5,0.0,0.0225,0.44,633,1,0.20983419,0.524585475,10.1038/s41598-019-53180-8,,2019,87.0,0.1281995515459812,0.0512798206183924,0.0,0.0,1.6140389434208529,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,DMM,None,2.5,0.0,0.0225,0.44,633,1,0.1784,0.446,10.1038/s41598-019-53180-8,,2019,87.0,0.0792097683275758,0.0316839073310303,0.0,0.0,0.8478613601783715,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.039,1.3333333333333333,633,1,0.159,0.3975,10.1039/C9CC08700A,UnsupportedVPO,2020,30.0,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,2.437488876486817,1,P-V-Ti,130.0,5.0,1.9100000000000001,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.039,1.3333333333333333,633,1,0.188,0.47,10.1039/C9CC08700A,33%VPO-MCF,2020,87.0,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,2.882062319368061,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.133847072637405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.039,1.3333333333333333,633,1,0.204,0.51,10.1039/C9CC08700A,33%VPO-SilicaHP,2020,111.0055391073684,0.2555019786673813,0.1022007914669525,0.033655706533036,0.2301564153757525,3.1273442188887466,1,P-V-Ti,130.0,5.0,1.91,529.0,0.0,0.07840000000000001,0.16810239094249294
