Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg,Cluster_n,Cluster_title,av_covalent_radius_cordero,av_nvalence_,var_covalent_radius_cordero,var_nvalence_,STY0,n
0.9817767030089496,0.0,0.0182232969910503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.3991596945210403,0.1995798472605201,101007s1056201720148,5Ba-gamma-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.869499612758542,0,Al-Si-Cs,142.82564861280142,2.7678122487999848,1575.2520322338532,0.178276599392695,18.39701244179862,0.06678941027334066
0.9642056962458,0.0,0.0357943037541999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.4000952274358071,0.2000476137179035,101007s1056201720148,10Ba-gamma-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.911381359056115,0,Al-Si-Cs,146.501868108742,2.728703530758064,1746.8303251860757,0.1976946950187953,19.63257425376244,0.12890219070387302
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.2973479999999999,0.1486739999999999,101039c7ra10008f,Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,13.311614483597229,0,Al-Si-Cs,121.0,3.0,0.0,0.0,14.807445454289072,0.09863581237454437
0.9817767030089496,0.0,0.0182232969910503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.361566,0.180783,101039c7ra10008f,5Ba-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.18651278090425,0,Al-Si-Cs,142.82564861280142,2.7678122487999848,1575.2520322338532,0.178276599392695,19.50693969530234,0.10264356375991668
0.9800110940267144,0.0,0.0181905245523127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017983814209731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.37762,0.18881,101039c7ra10008f,5Ba-0.5La-Alumina,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.90521497133321,0,Al-Si-Cs,149.49461868123333,2.79194109668918,1795.0542080869122,0.1647703960639193,19.639376819513537,0.08109402009589388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.103992,0.051996,101007s1056201825359,TiO2,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,4.655492599170814,0,Al-Si-Cs,160.0,4.0,0.0,0.0,4.82321075603448,0.04727391771648664
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.28960092,0.14480046,101007s1056201825359,Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,12.964794789724776,0,Al-Si-Cs,121.0,3.0,0.0,0.0,13.638022637875972,0.07249997295113916
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.26691808,0.13345904,101007s1056201825359,Ti-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,11.949334045165813,0,Al-Si-Cs,129.38367873074833,3.21496612130124,256.67740143878325,0.1687556879939403,12.87294778379766,0.08790414299740656
0.986842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.332175,0.1660875,101007s1056201825359,gamma-TiAl2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,14.870742500668946,0,Al-Si-Cs,129.38367873074833,3.21496612130124,256.67740143878325,0.1687556879939403,16.038797651752727,0.08646699127736186
0.0,0.0,0.0267796523838205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732203476161796,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.20468523,0.102342615,101007s1056201825359,Ba-TiO2,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,9.163306537277634,0,Al-Si-Cs,173.9647990571907,3.492189125193065,573.0483354377745,0.7577498650416854,9.325998438585303,0.10109601721987778
0.9827386228095196,0.0,0.0172613771904803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.36957286,0.18478643,101007s1056201825359,Ba-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,16.54496225271551,0,Al-Si-Cs,142.5493246302948,2.770751865635161,1561.263123225881,0.1766934272550793,17.43760130689672,0.0670314372887099
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.38134003,0.190670015,101007s1056201825359,Ba-Ti-Al2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,17.071752513968153,0,Al-Si-Cs,145.6721636505037,2.9838191034027224,1337.0900032777708,0.3640568100752115,17.571945002345497,0.08110748746757002
0.9696830661945772,0.0,0.0173878262561616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012929107549261,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,7.199999999999999,663,1,0.451,0.2255,101007s1056201825359,Ba-gamma-TiAl2O3,0.7461299265281326,1.4922598530562652,1.4922598530562652,0.0,20.19027581185127,0,Al-Si-Cs,145.6721636505037,2.9838191034027224,1337.0900032777708,0.3640568100752115,18.42031006615656,0.040652769512774044
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0,0.0,101007s1114401814198,SBA15,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,0.0,2,Si-Cs-Zr,111.0,4.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.0532799,0.1598397,101007s1114401814198,Ce-SBA15(10),0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,3.1908673360897306,2,Si-Cs-Zr,142.04903351376967,4.0,1923.517634641386,0.0,2.928833463537348,0.02775291046819026
0.0,0.0,0.0,0.0,0.0,0.0873240350214437,0.0,0.0,0.0394750766069558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8732008883716004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.1733004,0.5199012000000001,101007s1114401814198,10Cs-Ce-SBA15imp,0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,10.378746688550182,2,Si-Cs-Zr,163.28553307122772,3.3751032003660613,3236.927931765915,1.4841943887090778,10.755976330932112,0.037650373428188506
0.0,0.0,0.0,0.0,0.0,0.0863440471020415,0.0,0.0,0.0502154818775429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8634404710204153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,3.0,3.0,0.0,7.199999999999999,663,1,0.22425,0.67275,101007s1114401814198,10Cs-Ce-SBA15(10),0.9981460601120156,0.3327153533706719,0.9981460601120156,0.0,13.430055238807167,2,Si-Cs-Zr,164.58391107766937,3.3368907130387035,3287.982006055037,1.5496139344295692,13.021866648451617,0.003887437477683749
0.9327519273163696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337473797081572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335006929754734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,5.0,0.75,0.0,3.4,653,1,0.0941999999999999,0.471,101039c6cy00620e,1,0.6608707194133101,0.132174143882662,0.0991306079119965,0.0,3.735241306124028,0,Al-Si-Cs,144.1752980191057,2.9990653532485325,2720.255965541523,1.6985889516000672,4.363706941645572,0.01494889815088584
0.0532854016359133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474335738253869,0.0,0.0,0.0,0.7992810245386999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.21,1.2,623,1,0.0802909119999999,0.4014545599999999,101002cjce22889,1,0.2510609837849648,0.0502121967569929,0.0,0.0,1.2094749213427218,0,Al-Si-Cs,111.9916270336498,4.077444956879141,25.416327785417444,0.5052495225885824,1.4531185184559754,0.035227721776611216
0.9162763025301396,0.0,0.0,0.0,0.0,0.0033337949398801,0.0,0.0,0.0351466403302122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045243262199768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAc,TRX,EtOH,5.0,1.0,0.0,1.288659793814433,623,1,0.31377681,1.56888405,101016jjiec201611002,1,0.1960189924641642,0.0392037984928328,0.0,0.0,3.690372849289169,0,Al-Si-Cs,149.44976424988434,3.124376260412555,2772.346082597229,1.6681120367074156,3.1773162646361226,0.010292081377558215
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,,5.0,0.0,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Trioxane,0.2510609837849648,0.0502121967569929,0.0,0.0,1.295474676330418,0,Al-Si-Cs,113.76553235741652,3.872411273763914,33.91050857476684,0.6078582081920911,1.4734054660972788,0.029969804778380293
0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115059773720191,0.0,0.0,0.0,0.4442470113139903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,5.0,0.0,0.0,1.2,643,1,0.086,0.43,101016jmicromeso201707045,Formalin,0.2115326460031463,0.0423065292006292,0.013931948185236,0.0952744002080943,1.091508453376235,0,Al-Si-Cs,113.76553235741652,3.872411273763914,33.91050857476684,0.6078582081920911,1.3492393617297715,0.06379666714516395
0.8546766747470742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384887409095415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068345843433842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.7142857142857142,643,1,0.212,0.106,101016jcjche202111025,1,0.1776499825066982,0.3552999650133965,0.3552999650133965,0.0,2.2597077774852017,0,Al-Si-Cs,142.2507913020367,3.1464727203220653,2694.696156878957,1.9064343273807185,2.3549513420195716,0.050524418747601434
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,628,1,0.2,0.2,101021acsiecr1c04460,1,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,1.4925385383806786,0,Al-Si-Cs,142.50243113960292,3.127517436309975,2940.27986620238,1.438107545729585,1.5125870985849958,0.004976050173927247
0.032798570720447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395555626875822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9276458665919708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.2,623,1,0.285,0.1425,101021acsiecr2c00444,1,0.1243549877546888,0.2487099755093776,0.2487099755093776,0.0,2.1264702906051784,0,Al-Si-Cs,142.50243113960292,3.127517436309975,2940.27986620238,1.438107545729585,1.918497936582411,0.006372368733323035
0.883632324501284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338944785624578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824731969362581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,0.5,0.0,3.08,633,1,0.2364479999999999,0.1182239999999999,101021acsiecr2c03415,1,0.4268070194254403,0.8536140388508807,0.4268070194254403,0.0,6.055059967746391,0,Al-Si-Cs,143.1413157277363,2.8601822558379126,2582.882953601921,1.0489714068445877,6.579946521843542,0.02521003708649679
0.0441513128838737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728224294386516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8830262576774747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,1.0,2.0,0.0,2.0,653,1,0.43148475,0.43148475,101016jcej2023145655,1,0.2072970192195386,0.2072970192195386,0.4145940384390773,0.0,5.36673015082127,0,Al-Si-Cs,146.62737848988658,3.0286910853843185,3202.8069817311666,1.53743816003659,5.794738824704468,0.00785870321389025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399624839678831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371888693468784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228486466852382,MAc,TRX,MeOH,1.0,2.0,0.0,1.2,633,1,0.28612752,0.28612752,1010800021959220232300818,1,0.1243782115317232,0.1243782115317232,0.2487564230634464,0.0,2.135281752456442,2,Si-Cs-Zr,153.31308802908248,3.321608770018371,2992.838987818197,1.5749590290288986,2.142500992838942,0.004370808469846226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403310882825226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9458332734622712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138356382552061,MAc,TRX,MeOH,2.0,2.0,0.0,1.2,643,1,0.2376,0.4752,101021acsiecr4c00771,1,0.166350751335778,0.083175375667889,0.166350751335778,0.0,2.3714963110428515,2,Si-Cs-Zr,152.70743639625874,3.3026632992808738,3062.9186461123973,1.6057316279875424,2.3637813683614968,0.006201982896241265
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0402038767525463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460874177850626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013708705462391,MAc,TRX,MeOH,2.0,2.0,0.0,1.6000000000000003,643,1,0.232024,0.464048,101016jces2024120716,1,0.2218010017810374,0.1109005008905187,0.2218010017810374,0.0,3.087789338234605,2,Si-Cs-Zr,152.6749203154431,3.302879449103665,3062.887682081715,1.6053845902069956,2.500348164218147,0.0066828528457144355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,10.0,1.0,0.0,1.06535581986919,653,1,0.091,0.91,101039c5ra05133a,Cs–La–Sb --SiO2-(V),0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.063513019389264,2,Si-Cs-Zr,151.25948012276217,3.49207336484624,2809.610220510897,1.5679090700565157,1.4024759855370894,0.18033738396443327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203442117570152,0.0,0.0,0.0,0.0103539596156616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118119384590547,0.9574898901682684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,FORM,MeOH + H$_2$O,10.0,1.0,0.0,1.06535581986919,653,1,0.09204,0.9204,101039c5ra05133a,Cs–La–Sb--SiO2-(U),0.194782604283748,0.0194782604283747,0.0258926394888677,0.0438650868902492,1.07566745389657,2,Si-Cs-Zr,151.25948012276217,3.49207336484624,2809.610220510897,1.5679090700565157,1.113114972114731,0.001020545166569306
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0042,0.0021,101021acsiecr7b02841,SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.0940123707425447,2,Si-Cs-Zr,111.0,4.0,0.0,0.0,0.17702608044225512,0.20169971591181143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217472531225363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782527468774638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0318,0.0159,101021acsiecr7b02841,Li-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,0.7118079499078387,2,Si-Cs-Zr,115.11356803952842,3.274076228318515,53.0092146561533,1.6508059927521814,0.7047889800695223,0.010975142755977342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217474666265387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782525333734612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.0654,0.0327,101021acsiecr7b02841,Na-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,1.4639069158481963,2,Si-Cs-Zr,124.3086328537272,3.2740745716148805,554.8550985196885,1.6508085575792393,1.7887525751723414,0.11651129821774263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021748178131884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978251821868116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.1648,0.0824,101021acsiecr7b02841,K-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,3.688866356755089,2,Si-Cs-Zr,133.26188244455713,3.274069050720963,1552.5017749239732,1.6508171047159466,4.178743677707989,0.07049912164278249
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021747800737615,0.0,0.0,0.9782521992623848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.1857,0.09285,101021acsiecr7b02841,Rb-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,4.156689820688228,2,Si-Cs-Zr,137.37538476022098,3.2740719790764867,2179.25601761439,1.6508125712086108,5.172190255772499,0.11305719195015639
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.2051,0.10255,101021acsiecr7b02841,Cs-SBA15,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,4.590937437927601,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,5.981031980552816,0.16061874479534213
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,1.0,663,1,0.294028235662009,0.1470141178310045,101021acsiecr7b02841,LHSV-0.5,0.1036291564622406,0.2072583129244813,0.2072583129244813,0.0,1.8281938822640933,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,2.1371050989717886,0.1710947072544928
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,663,1,0.268735619409261,0.1343678097046305,101021acsiecr7b02841,LHSV-1.8,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,6.015350638959725,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,7.091012412264589,0.1760458019153344
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,5.4,663,1,0.192136683649699,0.0960683418248495,101021acsiecr7b02841,LHSV-2.7,0.5595974448960995,1.119194889792199,1.119194889792199,0.0,6.451151834470904,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,7.7567031263752675,0.2039202282703947
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,618,1,0.122571880503689,0.0612859402518445,101021acsiecr7b02841,LHSV-1.8_T-618,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,2.7436364458389764,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,3.081354889288572,0.13389324391532922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217479811313568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9782520188686432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,MeOH,0.5,1.0,0.0,3.6,648,1,0.216209306210327,0.1081046531051635,101021acsiecr7b02841,LHSV-1.8_T-648,0.3730649632640664,0.7461299265281328,0.7461299265281328,0.0,4.839607012722296,2,Si-Cs-Zr,143.1828709833502,3.2740705793229283,3244.584656054609,1.650814738226666,5.506140005643997,0.13875942142180436
