Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac_Fa,Ratio_Stab_Fa,O_content,LHSV_mlhg,Temperature_K,Pressure_bar,Y_Acryl_Ac,Y_Acryl_Fa,doi,Link_to_excel,Year,SSA_m2g,Ac_mmolming,Fa_mmolming,MeOH_mmolming,Water_mmolming,STY_Acryl_mmolhg
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.043942499999999995,0.10985624999999999,10.1039/D2RA06960A,,2023,250.0,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,0.673643741855484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.072688,0.18172,10.1039/D2RA06960A,,2023,15.0,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,1.1143156695224767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.10353199999999999,0.25882999999999995,10.1039/D2RA06960A,,2023,50.0,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,1.587157851323479
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475117379877612,0.0,0.0,0.10783838543602893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7447072165404055,0.10270322422478945,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.25109360000000003,0.627734,10.1039/D2RA06960A,V-Ti-Nb,2023,6.532992501971227,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,3.8492946978429585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04146035417864029,0.0,0.0,0.0,0.0,0.10820988725300358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472727230893051,0.10305703547905103,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.23148840000000004,0.578721,10.1039/D2RA06960A,V-Ti-Mo,2023,6.423710884896715,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,3.548744654312774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10993786046159343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592057107098282,0.1047027242491366,0.026153704579441776,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.18229521999999998,0.45573804999999995,10.1039/D2RA06960A,V-Ti-W,2023,5.903980961578366,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,2.794607364696334
0.0,0.0,0.0,0.026028853935275317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10995195489596306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7593030436487969,0.10471614751996482,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.03,1.3333333333333333,633,1,0.14636687999999998,0.36591719999999994,10.1039/D2RA06960A,V-Ti-Bi,2023,5.8996475341554335,0.2555019786673813,0.10220079146695252,0.03365570653303607,0.2301564153757525,2.2438216470822687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13384707263740508,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.13384707263740506,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.44333333333333336,633,1,0.22902879999999998,0.572572,10.1039/D3NJ00221G,VPO-MCF,2023,263.611471997107,0.08495440790690428,0.03398176316276171,0.011190522422234492,0.07652700811243769,1.1674203658577278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10157759247993034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016818432534694,0.0967405642666003,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.44333333333333336,633,1,0.24515600000000004,0.6128900000000002,10.1039/D3NJ00221G,UnModifiedV-Ti,2023,4.000006315672894,0.08495440790690428,0.03398176316276171,0.011190522422234492,0.07652700811243769,1.2496249694895019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10229030003480213,0.0,0.0,0.0,0.09389695844454087,0.0,0.0,0.0,0.7063934081541788,0.09741933336647822,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.44333333333333336,633,1,0.24657582,0.61643955,10.1039/D3NJ00221G,AllylSi-V-Ti,2023,7.900054085716736,0.08495440790690428,0.03398176316276171,0.011190522422234492,0.07652700811243769,1.2568621675355645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10229030003480213,0.0,0.0,0.0,0.09389695844454087,0.0,0.0,0.0,0.7063934081541788,0.09741933336647822,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.5813119264746045,0.03,0.44333333333333336,633,1,0.33499599999999996,0.8374899999999998,10.1039/D3NJ00221G,Glycosidil-Si-V-Ti,2023,7.900054085716736,0.08495440790690428,0.03398176316276171,0.011190522422234492,0.07652700811243769,1.7075632098708782
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13384707263740508,0.0,0.0,0.0,0.7323058547251898,0.0,0.0,0.0,0.0,0.13384707263740506,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",2.5,2.581311926474605,0.1,2.6666666666666665,633,1,0.175812,0.43953,10.2139/ssrn.4741336,1,2024,79.90701337414795,0.5110039573347626,0.20440158293390503,0.06731141306607213,0.460312830751505,5.390437664816356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.17355800000000002,0.607453,10.1021/acs.iecr.8b02132,,2018,19.5,0.4856334986590716,0.1387524281883062,0.0,0.0,5.05713472561627
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.5785123966942148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132231404958677,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.10067199999999998,0.35235199999999994,10.1021/acs.iecr.8b02132,,2018,5.8,0.4856334986590716,0.1387524281883062,0.0,0.0,2.933381734620363
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.5737704918032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4098360655737705,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.16285499999999997,0.5699924999999999,10.1021/acs.iecr.8b02132,,2018,12.5,0.4856334986590716,0.1387524281883062,0.0,0.0,4.745270605447386
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026548672566371678,0.0,0.0,0.5309734513274337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4424778761061947,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.1485,0.5197499999999999,10.1021/acs.iecr.8b02132,,2018,17.4,0.4856334986590716,0.1387524281883062,0.0,0.0,4.326994473052328
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02542372881355932,0.0,0.0,0.5508474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42372881355932207,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.15683200000000003,0.5489120000000001,10.1021/acs.iecr.8b02132,,2018,17.4,0.4856334986590716,0.1387524281883062,0.0,0.0,4.569772371701973
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650406504065045,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.185148,0.648018,10.1021/acs.iecr.8b02132,,2018,17.4,0.4856334986590716,0.1387524281883062,0.0,0.0,5.394844260583788
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023437499999999997,0.0,0.0,0.5859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.143244,0.5013540000000001,10.1021/acs.iecr.8b02132,,2018,17.4,0.4856334986590716,0.1387524281883062,0.0,0.0,4.173845092915204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612904,0.0,0.0,0.5645161290322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40322580645161293,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.15939599999999998,0.5578859999999999,10.1021/acs.iecr.8b02132,,2018,16.0,0.4856334986590716,0.1387524281883062,0.0,0.0,4.644482229135682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000015,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.11336399999999999,0.39677399999999996,10.1021/acs.iecr.8b02132,,2018,10.7,0.4856334986590716,0.1387524281883062,0.0,0.0,3.3032013565192195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.176,0.616,10.1039/C8RA09241A,,2019,21.61,0.4856334986590716,0.1387524281883062,0.0,0.0,5.128289745839796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439022,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650406504065034,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.142,0.49699999999999994,10.1039/C8RA09241A,,2019,11.225433436298845,0.4856334986590716,0.1387524281883062,0.0,0.0,4.13759740857529
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406505,0.02439024390243903,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.197,0.6895,10.1039/C8RA09241A,,2019,11.225433436298845,0.4856334986590716,0.1387524281883062,0.0,0.0,5.740187954150227
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.072,0.252,10.1039/C8RA09241A,,2019,11.225433436298845,0.4856334986590716,0.1387524281883062,0.0,0.0,2.097936714207189
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650406504065034,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.172,0.602,10.1039/C8RA09241A,,2019,10.79,0.4856334986590716,0.1387524281883062,0.0,0.0,5.011737706161618
0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5691056910569104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4065040650406504,0.0,0.0,0.0,HAc,TRX,None,3.5,0.0,0.13043478260869565,1.6666666666666667,623,1,0.204,0.714,10.1039/C8RA09241A,,2019,11.225433436298845,0.4856334986590716,0.1387524281883062,0.0,0.0,5.944154023587036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769545996061612,0.0,0.0,0.0,0.0,0.023045400393838802,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",10.0,2.5813119264746045,0.0,2.0,643,1,0.01693,0.1693,10.1021/acs.iecr.5b01422,,2015,362.7,0.5157041230938302,0.051570412309383015,0.01698263425908496,0.11613668608833819,0.5238522482387127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07046263465218575,0.0,0.0,0.0,0.9081158045823399,0.0,0.0,0.0,0.0,0.021421560765474405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",10.0,2.5813119264746045,0.0,2.0,643,1,0.0219,0.219,10.1021/acs.iecr.5b01422,1,2015,282.2,0.5157041230938302,0.051570412309383015,0.01698263425908496,0.11613668608833819,0.6776352177452929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07046263465218575,0.0,0.0,0.0,0.9081158045823399,0.0,0.0,0.0,0.0,0.021421560765474405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",10.0,2.5813119264746045,0.0,2.0,643,1,0.0219,0.219,10.1016/j.cej.2016.04.107,1,2016,321.0,0.5157041230938302,0.051570412309383015,0.01698263425908496,0.11613668608833819,0.6776352177452929
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07046263465218575,0.0,0.0,0.0,0.9081158045823399,0.0,0.0,0.0,0.0,0.021421560765474405,0.0,0.0,0.0,HAc,FORM,"MeOH 
+ H$_2$O",7.5,2.581311926474605,0.0,2.0,643,1,0.03176,0.2382,10.1016/j.cej.2016.04.107,,2016,321.0,0.4966335489675121,0.06621780652900161,0.021806162474994888,0.14912265126330493,0.946384890912491
0.8999853638612879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000731806935607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000731806935606,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.07082000000000001,0.3541,10.1021/acs.iecr.6b03079,,2016,210.3,0.20921748648747066,0.041843497297494134,0.0,0.0,0.8890069435825604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7753672659783722,0.0,0.0,0.11231636701081398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11231636701081395,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.06556,0.3278,10.1021/acs.iecr.6b03079,,2016,14.1,0.20921748648747066,0.041843497297494134,0.0,0.0,0.8229779048471144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05790253613402797,0.0,0.0,0.0,0.884194927731944,0.0,0.0,0.0,0.0,0.05790253613402795,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.052000000000000005,0.26,10.1021/acs.iecr.6b03079,,2016,391.61,0.20921748648747066,0.041843497297494134,0.0,0.0,0.6527585578409084
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741398135273486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517203729453029,0.07413981352734858,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.039,0.195,10.1021/acs.iecr.6b03079,,2016,9.26,0.20921748648747066,0.041843497297494134,0.0,0.0,0.4895689183806813
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10586669246233071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058666924623307,0.0,0.0,0.7882666150753386,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.03956,0.1978,10.1021/acs.iecr.6b03079,,2016,6.75,0.20921748648747066,0.041843497297494134,0.0,0.0,0.4965986259266603
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13034379916630748,0.0,0.0,0.7393124016673851,0.0,0.0,0.0,0.0,0.0,0.13034379916630745,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.0036,0.018,10.1021/acs.iecr.6b03079,,2016,3.4,0.20921748648747066,0.041843497297494134,0.0,0.0,0.04519097708129366
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.04734,0.2367,10.1021/acs.iecr.6b03079,,2016,362.0,0.20921748648747066,0.041843497297494134,0.0,0.0,0.5942613486190116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.040260000000000004,0.2013,10.1021/acs.iecr.6b03079,,2016,16.3,0.20921748648747066,0.041843497297494134,0.0,0.0,0.5053857603591342
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.02656,0.1328,10.1021/acs.iecr.6b03079,,2016,463.4,0.20921748648747066,0.041843497297494134,0.0,0.0,0.33340898646643324
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.01608,0.0804,10.1021/acs.iecr.6b03079,,2016,9.4,0.20921748648747066,0.041843497297494134,0.0,0.0,0.2018530309631117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.01996,0.0998,10.1021/acs.iecr.6b03079,,2016,7.4,0.20921748648747066,0.041843497297494134,0.0,0.0,0.25055886181739484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.00442,0.0221,10.1021/acs.iecr.6b03079,,2016,4.4,0.20921748648747066,0.041843497297494134,0.0,0.0,0.055484477416477225
0.8999853638612879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000731806935607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000731806935606,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,1.0,623,1,0.07728,0.3864,10.1021/acs.iecr.6b03079,1,2016,210.3,0.20921748648747066,0.041843497297494134,0.0,0.0,0.970099641345104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.21,2.0,643,1,0.14934,0.7467,10.1021/acs.iecr.7b01212,1,2017,33.6,0.4184349729749413,0.08368699459498827,0.0,0.0,3.749344731844664
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,643,1,0.08254,0.4127,10.1021/acs.iecr.7b01212,,2017,33.6,0.4184349729749413,0.08368699459498827,0.0,0.0,2.072257360161099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,2.5,0.0,0.21,2.0,643,1,0.22000000000000003,0.55,10.1002/ceat.201700500,,2018,30.0,0.41840342802863045,0.16736137121145217,0.0,0.0,5.522925249977923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,1.6666666666666667,643,1,0.061,0.305,10.1016/j.cattod.2018.06.019,VPO,2018,48.2,0.34869581081245116,0.06973916216249024,0.0,0.0,1.2762266675735712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48309178743961345,0.0,0.0,0.00966183574879227,MAc,TRX,None,5.0,0.0,0.0,1.6666666666666667,643,1,0.08020000000000001,0.401,10.1016/j.cattod.2018.06.019,VPO-Zr,2018,8.4,0.34869581081245116,0.06973916216249024,0.0,0.0,1.677924241629515
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4878048780487804,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,653,1,0.030760686695278965,0.15380343347639483,10.1021/acs.iecr.7b03521,,2018,48.2,0.4184349729749413,0.08368699459498827,0.0,0.0,0.7722808263617814
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009661835748792268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48309178743961345,0.0,0.0,0.0,MAc,TRX,None,5.0,0.0,0.0,2.0,653,1,0.031237596566523595,0.15618798283261798,10.1021/acs.iecr.7b03521,,2018,11.2,0.4184349729749413,0.08368699459498827,0.0,0.0,0.7842541725069252
